ip,predicted_label,prob,defense_action
100,1,0.99997616,block_ip
101,1,0.99997616,block_ip
102,1,0.99997616,block_ip
103,1,0.99997616,block_ip
104,1,0.99997616,block_ip
105,1,0.99997616,block_ip
106,1,0.99997616,block_ip
107,1,0.99997616,block_ip
108,1,0.99997616,block_ip
109,1,0.99997616,block_ip
110,1,0.99997616,block_ip
111,1,0.99997616,block_ip
112,1,0.99997616,block_ip
113,1,0.99997616,block_ip
114,1,0.99997616,block_ip
115,1,0.99997616,block_ip
116,1,0.99997616,block_ip
117,1,0.99997616,block_ip
118,1,0.99997616,block_ip
119,1,0.99997616,block_ip
120,1,0.99997616,block_ip
121,1,0.99997616,block_ip
122,1,0.99997616,block_ip
123,1,0.99997616,block_ip
124,1,0.99997616,block_ip
125,1,0.99997616,block_ip
126,1,0.99997616,block_ip
127,1,0.99997616,block_ip
128,1,0.99997616,block_ip
129,1,0.99997616,block_ip
130,1,0.99997616,block_ip
131,1,0.99997616,block_ip
132,1,0.99997616,block_ip
133,1,0.99997616,block_ip
134,1,0.99997616,block_ip
135,1,0.99997616,block_ip
136,1,0.99997616,block_ip
137,1,0.99997616,block_ip
138,1,0.99997616,block_ip
139,1,0.99997616,block_ip
140,1,0.99997616,block_ip
141,1,0.99997616,block_ip
142,1,0.99997616,block_ip
143,1,0.99997616,block_ip
144,1,0.99997616,block_ip
145,1,0.99997616,block_ip
146,1,0.99997616,block_ip
147,1,0.99997616,block_ip
148,1,0.99997616,block_ip
149,1,0.99997616,block_ip
150,1,0.99997616,block_ip
151,1,0.99997616,block_ip
152,1,0.99997616,block_ip
153,1,0.99997616,block_ip
154,1,0.99997616,block_ip
155,1,0.99997616,block_ip
156,1,0.99997616,block_ip
157,1,0.99997616,block_ip
158,1,0.99997616,block_ip
159,1,0.99997616,block_ip
160,1,0.99997616,block_ip
161,1,0.99997616,block_ip
162,1,0.99997616,block_ip
163,1,0.99997616,block_ip
164,1,0.99997616,block_ip
165,1,0.99997616,block_ip
166,1,0.99997616,block_ip
167,1,0.99997616,block_ip
168,1,0.99997616,block_ip
169,1,0.99997616,block_ip
170,1,0.99997616,block_ip
171,1,0.99997616,block_ip
172,1,0.99997616,block_ip
173,1,0.99997616,block_ip
174,1,0.99997616,block_ip
175,1,0.99997616,block_ip
176,1,0.99997616,block_ip
177,1,0.99997616,block_ip
178,1,0.99997616,block_ip
179,1,0.99997616,block_ip
180,1,0.99997616,block_ip
181,1,0.99997616,block_ip
182,1,0.99997616,block_ip
183,1,0.99997616,block_ip
184,1,0.99997616,block_ip
185,1,0.99997616,block_ip
186,1,0.99997616,block_ip
187,1,0.99997616,block_ip
188,1,0.99997616,block_ip
189,1,0.99997616,block_ip
190,1,0.99997616,block_ip
191,1,0.99997616,block_ip
192,1,0.99997616,block_ip
193,1,0.99997616,block_ip
194,1,0.99997616,block_ip
195,1,0.99997616,block_ip
196,1,0.99997616,block_ip
197,1,0.99997616,block_ip
198,1,0.99997616,block_ip
199,1,0.99997616,block_ip
200,1,0.99997616,block_ip
201,1,0.99997616,block_ip
202,1,0.99997616,block_ip
203,1,0.99997616,block_ip
204,1,0.99997616,block_ip
205,1,0.99997616,block_ip
206,1,0.99997616,block_ip
207,1,0.99997616,block_ip
208,1,0.99997616,block_ip
209,1,0.99997616,block_ip
210,1,0.99997616,block_ip
211,1,0.99997616,block_ip
212,1,0.99997616,block_ip
213,1,0.99997616,block_ip
214,1,0.99997616,block_ip
215,1,0.99997616,block_ip
216,1,0.99997616,block_ip
217,1,0.99997616,block_ip
218,1,0.99997616,block_ip
219,1,0.99997616,block_ip
220,1,0.99997616,block_ip
221,1,0.99997616,block_ip
222,1,0.99997616,block_ip
223,1,0.99997616,block_ip
224,1,0.99997616,block_ip
225,1,0.99997616,block_ip
226,1,0.99997616,block_ip
227,1,0.99997616,block_ip
228,1,0.99997616,block_ip
229,1,0.99997616,block_ip
230,1,0.99997616,block_ip
231,1,0.99997616,block_ip
232,1,0.99997616,block_ip
233,1,0.99997616,block_ip
234,1,0.99997616,block_ip
235,1,0.99997616,block_ip
236,1,0.99997616,block_ip
237,1,0.99997616,block_ip
238,1,0.99997616,block_ip
239,1,0.99997616,block_ip
240,1,0.99997616,block_ip
241,1,0.99997616,block_ip
242,1,0.99997616,block_ip
243,1,0.99997616,block_ip
244,1,0.99997616,block_ip
245,1,0.99997616,block_ip
246,1,0.99997616,block_ip
247,1,0.99997616,block_ip
248,1,0.99997616,block_ip
249,1,0.99997616,block_ip
250,1,0.99997616,block_ip
251,1,0.99997616,block_ip
252,1,0.99997616,block_ip
253,1,0.99997616,block_ip
254,1,0.99997616,block_ip
255,1,0.99997616,block_ip
256,1,0.99997616,block_ip
257,1,0.99997616,block_ip
258,1,0.99997616,block_ip
259,1,0.99997616,block_ip
260,1,0.99997616,block_ip
261,1,0.99997616,block_ip
262,1,0.99997616,block_ip
263,1,0.99997616,block_ip
264,1,0.99997616,block_ip
265,1,0.99997616,block_ip
266,1,0.99997616,block_ip
267,1,0.99997616,block_ip
268,1,0.99997616,block_ip
269,1,0.99997616,block_ip
270,1,0.99997616,block_ip
271,1,0.99997616,block_ip
272,1,0.99997616,block_ip
273,1,0.99997616,block_ip
274,1,0.99997616,block_ip
275,1,0.99997616,block_ip
276,1,0.99997616,block_ip
277,1,0.99997616,block_ip
278,1,0.99997616,block_ip
279,1,0.99997616,block_ip
280,1,0.99997616,block_ip
281,1,0.99997616,block_ip
282,1,0.99997616,block_ip
283,1,0.99997616,block_ip
284,1,0.99997616,block_ip
285,1,0.99997616,block_ip
286,1,0.99997616,block_ip
287,1,0.99997616,block_ip
288,1,0.99997616,block_ip
289,1,0.99997616,block_ip
290,1,0.99997616,block_ip
291,1,0.99997616,block_ip
292,1,0.99997616,block_ip
293,1,0.99997616,block_ip
294,1,0.99997616,block_ip
295,1,0.99997616,block_ip
296,1,0.99997616,block_ip
297,1,0.99997616,block_ip
298,1,0.99997616,block_ip
299,1,0.99997616,block_ip
300,1,0.99997616,block_ip
301,1,0.99997616,block_ip
302,1,0.99997616,block_ip
303,1,0.99997616,block_ip
304,1,0.99997616,block_ip
305,1,0.99997616,block_ip
306,1,0.99997616,block_ip
307,1,0.99997616,block_ip
308,1,0.99997616,block_ip
309,1,0.99997616,block_ip
310,1,0.99997616,block_ip
311,1,0.99997616,block_ip
312,1,0.99997616,block_ip
313,1,0.99997616,block_ip
314,1,0.99997616,block_ip
315,1,0.99997616,block_ip
316,1,0.99997616,block_ip
317,1,0.99997616,block_ip
318,1,0.99997616,block_ip
319,1,0.99997616,block_ip
320,1,0.99997616,block_ip
321,1,0.99997616,block_ip
322,1,0.99997616,block_ip
323,1,0.99997616,block_ip
324,1,0.99997616,block_ip
325,1,0.99997616,block_ip
326,1,0.99997616,block_ip
327,1,0.99997616,block_ip
328,1,0.99997616,block_ip
329,1,0.99997616,block_ip
330,1,0.99997616,block_ip
331,1,0.99997616,block_ip
332,1,0.99997616,block_ip
333,1,0.99997616,block_ip
334,1,0.99997616,block_ip
335,1,0.99997616,block_ip
336,1,0.99997616,block_ip
337,1,0.99997616,block_ip
338,1,0.99997616,block_ip
339,1,0.99997616,block_ip
340,1,0.99997616,block_ip
341,1,0.99997616,block_ip
342,1,0.99997616,block_ip
343,1,0.99997616,block_ip
344,1,0.99997616,block_ip
345,1,0.99997616,block_ip
346,1,0.99997616,block_ip
347,1,0.99997616,block_ip
348,1,0.99997616,block_ip
349,1,0.99997616,block_ip
350,1,0.99997616,block_ip
351,1,0.99997616,block_ip
352,1,0.99997616,block_ip
353,1,0.99997616,block_ip
354,1,0.99997616,block_ip
355,1,0.99997616,block_ip
356,1,0.99997616,block_ip
357,1,0.99997616,block_ip
358,1,0.99997616,block_ip
359,1,0.99997616,block_ip
360,1,0.99997616,block_ip
361,1,0.99997616,block_ip
362,1,0.99997616,block_ip
363,1,0.99997616,block_ip
364,1,0.99997616,block_ip
365,1,0.99997616,block_ip
366,1,0.99997616,block_ip
367,1,0.99997616,block_ip
368,1,0.99997616,block_ip
369,1,0.99997616,block_ip
370,1,0.99997616,block_ip
371,1,0.99997616,block_ip
372,1,0.99997616,block_ip
373,1,0.99997616,block_ip
374,1,0.99997616,block_ip
375,1,0.99997616,block_ip
376,1,0.99997616,block_ip
377,1,0.99997616,block_ip
378,1,0.99997616,block_ip
379,1,0.99997616,block_ip
380,1,0.99997616,block_ip
381,1,0.99997616,block_ip
382,1,0.99997616,block_ip
383,1,0.99997616,block_ip
384,1,0.99997616,block_ip
385,1,0.99997616,block_ip
386,1,0.99997616,block_ip
387,1,0.99997616,block_ip
388,1,0.99997616,block_ip
389,1,0.99997616,block_ip
390,1,0.99997616,block_ip
391,1,0.99997616,block_ip
392,1,0.99997616,block_ip
393,1,0.99997616,block_ip
394,1,0.99997616,block_ip
395,1,0.99997616,block_ip
396,1,0.99997616,block_ip
397,1,0.99997616,block_ip
398,1,0.99997616,block_ip
399,1,0.99997616,block_ip
400,1,0.99997616,block_ip
401,1,0.99997616,block_ip
402,1,0.99997616,block_ip
403,1,0.99997616,block_ip
404,1,0.99997616,block_ip
405,1,0.99997616,block_ip
406,1,0.99997616,block_ip
407,1,0.99997616,block_ip
408,1,0.99997616,block_ip
409,1,0.99997616,block_ip
410,1,0.99997616,block_ip
411,1,0.99997616,block_ip
412,1,0.99997616,block_ip
413,1,0.99997616,block_ip
414,1,0.99997616,block_ip
415,1,0.99997616,block_ip
416,1,0.99997616,block_ip
417,1,0.99997616,block_ip
418,1,0.99997616,block_ip
419,1,0.99997616,block_ip
420,1,0.99997616,block_ip
421,1,0.99997616,block_ip
422,1,0.99997616,block_ip
423,1,0.99997616,block_ip
424,1,0.99997616,block_ip
425,1,0.99997616,block_ip
426,1,0.99997616,block_ip
427,1,0.99997616,block_ip
428,1,0.99997616,block_ip
429,1,0.99997616,block_ip
430,1,0.99997616,block_ip
431,1,0.99997616,block_ip
432,1,0.99997616,block_ip
433,1,0.99997616,block_ip
434,1,0.99997616,block_ip
435,1,0.99997616,block_ip
436,1,0.99997616,block_ip
437,1,0.99997616,block_ip
438,1,0.99997616,block_ip
439,1,0.99997616,block_ip
440,1,0.99997616,block_ip
441,1,0.99997616,block_ip
442,1,0.99997616,block_ip
443,1,0.99997616,block_ip
444,1,0.99997616,block_ip
445,1,0.99997616,block_ip
446,1,0.99997616,block_ip
447,1,0.99997616,block_ip
448,1,0.99997616,block_ip
449,1,0.99997616,block_ip
450,1,0.99997616,block_ip
451,1,0.99997616,block_ip
452,1,0.99997616,block_ip
453,1,0.99997616,block_ip
454,1,0.99997616,block_ip
455,1,0.99997616,block_ip
456,1,0.99997616,block_ip
457,1,0.99997616,block_ip
458,1,0.99997616,block_ip
459,1,0.99997616,block_ip
460,1,0.99997616,block_ip
461,1,0.99997616,block_ip
462,1,0.99997616,block_ip
463,1,0.99997616,block_ip
464,1,0.99997616,block_ip
465,1,0.99997616,block_ip
466,1,0.99997616,block_ip
467,1,0.99997616,block_ip
468,1,0.99997616,block_ip
469,1,0.99997616,block_ip
470,1,0.99997616,block_ip
471,1,0.99997616,block_ip
472,1,0.99997616,block_ip
473,1,0.99997616,block_ip
474,1,0.99997616,block_ip
475,1,0.99997616,block_ip
476,1,0.99997616,block_ip
477,1,0.99997616,block_ip
478,1,0.99997616,block_ip
479,1,0.99997616,block_ip
480,1,0.99997616,block_ip
481,1,0.99997616,block_ip
482,1,0.99997616,block_ip
483,1,0.99997616,block_ip
484,1,0.99997616,block_ip
485,1,0.99997616,block_ip
486,1,0.99997616,block_ip
487,1,0.99997616,block_ip
488,1,0.99997616,block_ip
489,1,0.99997616,block_ip
490,1,0.99997616,block_ip
491,1,0.99997616,block_ip
492,1,0.99997616,block_ip
493,1,0.99997616,block_ip
494,1,0.99997616,block_ip
495,1,0.99997616,block_ip
496,1,0.99997616,block_ip
497,1,0.99997616,block_ip
498,1,0.99997616,block_ip
499,1,0.99997616,block_ip
500,1,0.99997616,block_ip
501,1,0.99997616,block_ip
502,1,0.99997616,block_ip
503,1,0.99997616,block_ip
504,1,0.99997616,block_ip
505,1,0.99997616,block_ip
506,1,0.99997616,block_ip
507,1,0.99997616,block_ip
508,1,0.99997616,block_ip
509,1,0.99997616,block_ip
510,1,0.99997616,block_ip
511,1,0.99997616,block_ip
512,1,0.99997616,block_ip
513,1,0.99997616,block_ip
514,1,0.99997616,block_ip
515,1,0.99997616,block_ip
516,1,0.99997616,block_ip
517,1,0.99997616,block_ip
518,1,0.99997616,block_ip
519,1,0.99997616,block_ip
520,1,0.99997616,block_ip
521,1,0.99997616,block_ip
522,1,0.99997616,block_ip
523,1,0.99997616,block_ip
524,1,0.99997616,block_ip
525,1,0.99997616,block_ip
526,1,0.99997616,block_ip
527,1,0.99997616,block_ip
528,1,0.99997616,block_ip
529,1,0.99997616,block_ip
530,1,0.99997616,block_ip
531,1,0.99997616,block_ip
532,1,0.99997616,block_ip
533,1,0.99997616,block_ip
534,1,0.99997616,block_ip
535,1,0.99997616,block_ip
536,1,0.99997616,block_ip
537,1,0.99997616,block_ip
538,1,0.99997616,block_ip
539,1,0.99997616,block_ip
540,1,0.99997616,block_ip
541,1,0.99997616,block_ip
542,1,0.99997616,block_ip
543,1,0.99997616,block_ip
544,1,0.99997616,block_ip
545,1,0.99997616,block_ip
546,1,0.99997616,block_ip
547,1,0.99997616,block_ip
548,1,0.99997616,block_ip
549,1,0.99997616,block_ip
550,1,0.99997616,block_ip
551,1,0.99997616,block_ip
552,1,0.99997616,block_ip
553,1,0.99997616,block_ip
554,1,0.99997616,block_ip
555,1,0.99997616,block_ip
556,1,0.99997616,block_ip
557,1,0.99997616,block_ip
558,1,0.99997616,block_ip
559,1,0.99997616,block_ip
560,1,0.99997616,block_ip
561,1,0.99997616,block_ip
562,1,0.99997616,block_ip
563,1,0.99997616,block_ip
564,1,0.99997616,block_ip
565,1,0.99997616,block_ip
566,1,0.99997616,block_ip
567,1,0.99997616,block_ip
568,1,0.99997616,block_ip
569,1,0.99997616,block_ip
570,1,0.99997616,block_ip
571,1,0.99997616,block_ip
572,1,0.99997616,block_ip
573,1,0.99997616,block_ip
574,1,0.99997616,block_ip
575,1,0.99997616,block_ip
576,1,0.99997616,block_ip
577,1,0.99997616,block_ip
578,1,0.99997616,block_ip
579,1,0.99997616,block_ip
580,1,0.99997616,block_ip
581,1,0.99997616,block_ip
582,1,0.99997616,block_ip
583,1,0.99997616,block_ip
584,1,0.99997616,block_ip
585,1,0.99997616,block_ip
586,1,0.99997616,block_ip
587,1,0.99997616,block_ip
588,1,0.99997616,block_ip
589,1,0.99997616,block_ip
590,1,0.99997616,block_ip
591,1,0.99997616,block_ip
592,1,0.99997616,block_ip
593,1,0.99997616,block_ip
594,1,0.99997616,block_ip
595,1,0.99997616,block_ip
596,1,0.99997616,block_ip
597,1,0.99997616,block_ip
598,1,0.99997616,block_ip
599,1,0.99997616,block_ip
600,1,0.99997616,block_ip
601,1,0.99997616,block_ip
602,1,0.99997616,block_ip
603,1,0.99997616,block_ip
604,1,0.99997616,block_ip
605,1,0.99997616,block_ip
606,1,0.99997616,block_ip
607,1,0.99997616,block_ip
608,1,0.99997616,block_ip
609,1,0.99997616,block_ip
610,1,0.99997616,block_ip
611,1,0.99997616,block_ip
612,1,0.99997616,block_ip
613,1,0.99997616,block_ip
614,1,0.99997616,block_ip
615,1,0.99997616,block_ip
616,1,0.99997616,block_ip
617,1,0.99997616,block_ip
618,1,0.99997616,block_ip
619,1,0.99997616,block_ip
620,1,0.99997616,block_ip
621,1,0.99997616,block_ip
622,1,0.99997616,block_ip
623,1,0.99997616,block_ip
624,1,0.99997616,block_ip
625,1,0.99997616,block_ip
626,1,0.99997616,block_ip
627,1,0.99997616,block_ip
628,1,0.99997616,block_ip
629,1,0.99997616,block_ip
630,1,0.99997616,block_ip
631,1,0.99997616,block_ip
632,1,0.99997616,block_ip
633,1,0.99997616,block_ip
634,1,0.99997616,block_ip
635,1,0.99997616,block_ip
636,1,0.99997616,block_ip
637,1,0.99997616,block_ip
638,1,0.99997616,block_ip
639,1,0.99997616,block_ip
640,1,0.99997616,block_ip
641,1,0.99997616,block_ip
642,1,0.99997616,block_ip
643,1,0.99997616,block_ip
644,1,0.99997616,block_ip
645,1,0.99997616,block_ip
646,1,0.99997616,block_ip
647,1,0.99997616,block_ip
648,1,0.99997616,block_ip
649,1,0.99997616,block_ip
650,1,0.99997616,block_ip
651,1,0.99997616,block_ip
652,1,0.99997616,block_ip
653,1,0.99997616,block_ip
654,1,0.99997616,block_ip
655,1,0.99997616,block_ip
656,1,0.99997616,block_ip
657,1,0.99997616,block_ip
658,1,0.99997616,block_ip
659,1,0.99997616,block_ip
660,1,0.99997616,block_ip
661,1,0.99997616,block_ip
662,1,0.99997616,block_ip
663,1,0.99997616,block_ip
664,1,0.99997616,block_ip
665,1,0.99997616,block_ip
666,1,0.99997616,block_ip
667,1,0.99997616,block_ip
668,1,0.99997616,block_ip
669,1,0.99997616,block_ip
670,1,0.99997616,block_ip
671,1,0.99997616,block_ip
672,1,0.99997616,block_ip
673,1,0.99997616,block_ip
674,1,0.99997616,block_ip
675,1,0.99997616,block_ip
676,1,0.99997616,block_ip
677,1,0.99997616,block_ip
678,1,0.99997616,block_ip
679,1,0.99997616,block_ip
680,1,0.99997616,block_ip
681,1,0.99997616,block_ip
682,1,0.99997616,block_ip
683,1,0.99997616,block_ip
684,1,0.99997616,block_ip
685,1,0.99997616,block_ip
686,1,0.99997616,block_ip
687,1,0.99997616,block_ip
688,1,0.99997616,block_ip
689,1,0.99997616,block_ip
690,1,0.99997616,block_ip
691,1,0.99997616,block_ip
692,1,0.99997616,block_ip
693,1,0.99997616,block_ip
694,1,0.99997616,block_ip
695,1,0.99997616,block_ip
696,1,0.99997616,block_ip
697,1,0.99997616,block_ip
698,1,0.99997616,block_ip
699,1,0.99997616,block_ip
700,1,0.99997616,block_ip
701,1,0.99997616,block_ip
702,1,0.99997616,block_ip
703,1,0.99997616,block_ip
704,1,0.99997616,block_ip
705,1,0.99997616,block_ip
706,1,0.99997616,block_ip
707,1,0.99997616,block_ip
708,1,0.99997616,block_ip
709,1,0.99997616,block_ip
710,1,0.99997616,block_ip
711,1,0.99997616,block_ip
712,1,0.99997616,block_ip
713,1,0.99997616,block_ip
714,1,0.99997616,block_ip
715,1,0.99997616,block_ip
716,1,0.99997616,block_ip
717,1,0.99997616,block_ip
718,1,0.99997616,block_ip
719,1,0.99997616,block_ip
720,1,0.99997616,block_ip
721,1,0.99997616,block_ip
722,1,0.99997616,block_ip
723,1,0.99997616,block_ip
724,1,0.99997616,block_ip
725,1,0.99997616,block_ip
726,1,0.99997616,block_ip
727,1,0.99997616,block_ip
728,1,0.99997616,block_ip
729,1,0.99997616,block_ip
730,1,0.99997616,block_ip
731,1,0.99997616,block_ip
732,1,0.99997616,block_ip
733,1,0.99997616,block_ip
734,1,0.99997616,block_ip
735,1,0.99997616,block_ip
736,1,0.99997616,block_ip
737,1,0.99997616,block_ip
738,1,0.99997616,block_ip
739,1,0.99997616,block_ip
740,1,0.99997616,block_ip
741,1,0.99997616,block_ip
742,1,0.99997616,block_ip
743,1,0.99997616,block_ip
744,1,0.99997616,block_ip
745,1,0.99997616,block_ip
746,1,0.99997616,block_ip
747,1,0.99997616,block_ip
748,1,0.99997616,block_ip
749,1,0.99997616,block_ip
750,1,0.99997616,block_ip
751,1,0.99997616,block_ip
752,1,0.99997616,block_ip
753,1,0.99997616,block_ip
754,1,0.99997616,block_ip
755,1,0.99997616,block_ip
756,1,0.99997616,block_ip
757,1,0.99997616,block_ip
758,1,0.99997616,block_ip
759,1,0.99997616,block_ip
760,1,0.99997616,block_ip
761,1,0.99997616,block_ip
762,1,0.99997616,block_ip
763,1,0.99997616,block_ip
764,1,0.99997616,block_ip
765,1,0.99997616,block_ip
766,1,0.99997616,block_ip
767,1,0.99997616,block_ip
768,1,0.99997616,block_ip
769,1,0.99997616,block_ip
770,1,0.99997616,block_ip
771,1,0.99997616,block_ip
772,1,0.99997616,block_ip
773,1,0.99997616,block_ip
774,1,0.99997616,block_ip
775,1,0.99997616,block_ip
776,1,0.99997616,block_ip
777,1,0.99997616,block_ip
778,1,0.99997616,block_ip
779,1,0.99997616,block_ip
780,1,0.99997616,block_ip
781,1,0.99997616,block_ip
782,1,0.99997616,block_ip
783,1,0.99997616,block_ip
784,1,0.99997616,block_ip
785,1,0.99997616,block_ip
786,1,0.99997616,block_ip
787,1,0.99997616,block_ip
788,1,0.99997616,block_ip
789,1,0.99997616,block_ip
790,1,0.99997616,block_ip
791,1,0.99997616,block_ip
792,1,0.99997616,block_ip
793,1,0.99997616,block_ip
794,1,0.99997616,block_ip
795,1,0.99997616,block_ip
796,1,0.99997616,block_ip
797,1,0.99997616,block_ip
798,1,0.99997616,block_ip
799,1,0.99997616,block_ip
800,1,0.99997616,block_ip
801,1,0.99997616,block_ip
802,1,0.99997616,block_ip
803,1,0.99997616,block_ip
804,1,0.99997616,block_ip
805,1,0.99997616,block_ip
806,1,0.99997616,block_ip
807,1,0.99997616,block_ip
808,1,0.99997616,block_ip
809,1,0.99997616,block_ip
810,1,0.99997616,block_ip
811,1,0.99997616,block_ip
812,1,0.99997616,block_ip
813,1,0.99997616,block_ip
814,1,0.99997616,block_ip
815,1,0.99997616,block_ip
816,1,0.99997616,block_ip
817,1,0.99997616,block_ip
818,1,0.99997616,block_ip
819,1,0.99997616,block_ip
820,1,0.99997616,block_ip
821,1,0.99997616,block_ip
822,1,0.99997616,block_ip
823,1,0.99997616,block_ip
824,1,0.99997616,block_ip
825,1,0.99997616,block_ip
826,1,0.99997616,block_ip
827,1,0.99997616,block_ip
828,1,0.99997616,block_ip
829,1,0.99997616,block_ip
830,1,0.99997616,block_ip
831,1,0.99997616,block_ip
832,1,0.99997616,block_ip
833,1,0.99997616,block_ip
834,1,0.99997616,block_ip
835,1,0.99997616,block_ip
836,1,0.99997616,block_ip
837,1,0.99997616,block_ip
838,1,0.99997616,block_ip
839,1,0.99997616,block_ip
840,1,0.99997616,block_ip
841,1,0.99997616,block_ip
842,1,0.99997616,block_ip
843,1,0.99997616,block_ip
844,1,0.99997616,block_ip
845,1,0.99997616,block_ip
846,1,0.99997616,block_ip
847,1,0.99997616,block_ip
848,1,0.99997616,block_ip
849,1,0.99997616,block_ip
850,1,0.99997616,block_ip
851,1,0.99997616,block_ip
852,1,0.99997616,block_ip
853,1,0.99997616,block_ip
854,1,0.99997616,block_ip
855,1,0.99997616,block_ip
856,1,0.99997616,block_ip
857,1,0.99997616,block_ip
858,1,0.99997616,block_ip
859,1,0.99997616,block_ip
860,1,0.99997616,block_ip
861,1,0.99997616,block_ip
862,1,0.99997616,block_ip
863,1,0.99997616,block_ip
864,1,0.99997616,block_ip
865,1,0.99997616,block_ip
866,1,0.99997616,block_ip
867,1,0.99997616,block_ip
868,1,0.99997616,block_ip
869,1,0.99997616,block_ip
870,1,0.99997616,block_ip
871,1,0.99997616,block_ip
872,1,0.99997616,block_ip
873,1,0.99997616,block_ip
874,1,0.99997616,block_ip
875,1,0.99997616,block_ip
876,1,0.99997616,block_ip
877,1,0.99997616,block_ip
878,1,0.99997616,block_ip
879,1,0.99997616,block_ip
880,1,0.99997616,block_ip
881,1,0.99997616,block_ip
882,1,0.99997616,block_ip
883,1,0.99997616,block_ip
884,1,0.99997616,block_ip
885,1,0.99997616,block_ip
886,1,0.99997616,block_ip
887,1,0.99997616,block_ip
888,1,0.99997616,block_ip
889,1,0.99997616,block_ip
890,1,0.99997616,block_ip
891,1,0.99997616,block_ip
892,1,0.99997616,block_ip
893,1,0.99997616,block_ip
894,1,0.99997616,block_ip
895,1,0.99997616,block_ip
896,1,0.99997616,block_ip
897,1,0.99997616,block_ip
898,1,0.99997616,block_ip
899,1,0.99997616,block_ip
900,1,0.99997616,block_ip
901,1,0.99997616,block_ip
902,1,0.99997616,block_ip
903,1,0.99997616,block_ip
904,1,0.99997616,block_ip
905,1,0.99997616,block_ip
906,1,0.99997616,block_ip
907,1,0.99997616,block_ip
908,1,0.99997616,block_ip
909,1,0.99997616,block_ip
910,1,0.99997616,block_ip
911,1,0.99997616,block_ip
912,1,0.99997616,block_ip
913,1,0.99997616,block_ip
914,1,0.99997616,block_ip
915,1,0.99997616,block_ip
916,1,0.99997616,block_ip
917,1,0.99997616,block_ip
918,1,0.99997616,block_ip
919,1,0.99997616,block_ip
920,1,0.99997616,block_ip
921,1,0.99997616,block_ip
922,1,0.99997616,block_ip
923,1,0.99997616,block_ip
924,1,0.99997616,block_ip
925,1,0.99997616,block_ip
926,1,0.99997616,block_ip
927,1,0.99997616,block_ip
928,1,0.99997616,block_ip
929,1,0.99997616,block_ip
930,1,0.99997616,block_ip
