ip,reason,score
1,auto-block,0.99996805
1,auto-block,0.99992514
1,auto-block,0.9999635
1,auto-block,0.9999534
1,auto-block,0.9998752
1,auto-block,0.9998723
1,auto-block,0.99970406
1,auto-block,0.99995625
1,auto-block,0.9995933
1,auto-block,0.99993646
1,auto-block,0.99979717
1,auto-block,0.999948
1,auto-block,0.9997805
1,auto-block,0.9997863
1,auto-block,0.9998598
1,auto-block,0.9999577
1,auto-block,0.99992144
1,auto-block,0.9996983
1,auto-block,0.9999145
1,auto-block,0.99993134
1,auto-block,0.9999589
1,auto-block,0.99996233
1,auto-block,0.9999571
1,auto-block,0.99996436
1,auto-block,0.9999361
1,auto-block,0.9999294
1,auto-block,0.9999186
1,auto-block,0.9999368
1,auto-block,0.99993145
1,auto-block,0.99996066
1,auto-block,0.9999603
1,auto-block,0.999821
1,auto-block,0.99955887
1,auto-block,0.999508
1,auto-block,0.999828
1,auto-block,0.99991703
1,auto-block,0.9998312
1,auto-block,0.99995685
1,auto-block,0.9999114
1,auto-block,0.99980015
1,auto-block,0.9998853
1,auto-block,0.99995744
1,auto-block,0.99996245
1,auto-block,0.9999497
1,auto-block,0.9998697
1,auto-block,0.9999627
1,auto-block,0.99997115
1,auto-block,0.9994962
1,auto-block,0.9999403
1,auto-block,0.99996924
1,auto-block,0.9998704
1,auto-block,0.99995744
1,auto-block,0.9999416
1,auto-block,0.9999243
1,auto-block,0.999951
1,auto-block,0.99992514
1,auto-block,0.9995023
1,auto-block,0.99992526
1,auto-block,0.9998685
1,auto-block,0.9995783
1,auto-block,0.9999484
1,auto-block,0.99984217
1,auto-block,0.9999645
1,auto-block,0.9999633
1,auto-block,0.99996245
1,auto-block,0.99989176
1,auto-block,0.9999584
1,auto-block,0.99997115
1,auto-block,0.99996567
1,auto-block,0.99994373
1,auto-block,0.99978274
1,auto-block,0.999959
1,auto-block,0.9999627
1,auto-block,0.9999658
1,auto-block,0.9995135
1,auto-block,0.9998969
1,auto-block,0.9999615
1,auto-block,0.9998472
1,auto-block,0.9999176
1,auto-block,0.9999083
1,auto-block,0.99996424
1,auto-block,0.9999521
1,auto-block,0.999956
1,auto-block,0.9997873
1,auto-block,0.99989986
1,auto-block,0.9999647
1,auto-block,0.9999076
1,auto-block,0.99969983
1,auto-block,0.9999664
1,auto-block,0.9999267
1,auto-block,0.9998901
1,auto-block,0.99987674
1,auto-block,0.99993014
1,auto-block,0.99984825
1,auto-block,0.99995005
1,auto-block,0.9999492
1,auto-block,0.99993265
1,auto-block,0.9993155
1,auto-block,0.99585515
1,auto-block,0.99992
1,auto-block,0.99991524
1,auto-block,0.99985623
1,auto-block,0.99798703
1,auto-block,0.99980456
1,auto-block,0.9998417
1,auto-block,0.99935335
1,auto-block,0.9999553
1,auto-block,0.9999161
1,auto-block,0.999741
1,auto-block,0.9998203
1,auto-block,0.9998361
1,auto-block,0.99974686
1,auto-block,0.99994767
1,auto-block,0.9996971
1,auto-block,0.9998647
1,auto-block,0.9999589
1,auto-block,0.9999286
1,auto-block,0.99996376
1,auto-block,0.9999398
1,auto-block,0.9999577
1,auto-block,0.99993
1,auto-block,0.999726
1,auto-block,0.99995565
1,auto-block,0.99995875
1,auto-block,0.9999423
1,auto-block,0.9999651
1,auto-block,0.99983513
1,auto-block,0.9998956
1,auto-block,0.99995005
1,auto-block,0.999941
1,auto-block,0.9999511
1,auto-block,0.99995816
1,auto-block,0.9998903
1,auto-block,0.99994934
1,auto-block,0.9996586
1,auto-block,0.9999503
1,auto-block,0.99986076
1,auto-block,0.9999269
1,auto-block,0.9999342
1,auto-block,0.99983
1,auto-block,0.99995005
1,auto-block,0.99976665
1,auto-block,0.99995303
1,auto-block,0.9999267
1,auto-block,0.99951565
1,auto-block,0.9999615
1,auto-block,0.9998405
1,auto-block,0.999967
1,auto-block,0.99995446
1,auto-block,0.9997594
1,auto-block,0.9999471
1,auto-block,0.9998473
1,auto-block,0.9997708
1,auto-block,0.99992275
1,auto-block,0.99973184
1,auto-block,0.99996805
1,auto-block,0.9998017
1,auto-block,0.9998554
1,auto-block,0.99993646
1,auto-block,0.9999263
1,auto-block,0.9999367
1,auto-block,0.99968374
1,auto-block,0.9998178
1,auto-block,0.9753709
1,auto-block,0.99992585
1,auto-block,0.99994826
1,auto-block,0.9999517
1,auto-block,0.9999517
1,auto-block,0.9999409
1,auto-block,0.9996933
1,auto-block,0.9999089
1,auto-block,0.9999547
1,auto-block,0.9998448
1,auto-block,0.99995875
1,auto-block,0.9999715
1,auto-block,0.99993145
1,auto-block,0.9996847
1,auto-block,0.99990356
1,auto-block,0.9999497
1,auto-block,0.9990689
1,auto-block,0.9998889
1,auto-block,0.99945766
1,auto-block,0.9999651
1,auto-block,0.9996178
1,auto-block,0.99923944
1,auto-block,0.9999099
1,auto-block,0.9999534
1,auto-block,0.99994564
1,auto-block,0.99990475
1,auto-block,0.9998388
1,auto-block,0.9997626
1,auto-block,0.99955136
1,auto-block,0.99995553
1,auto-block,0.9999652
1,auto-block,0.9995846
1,auto-block,0.9999368
1,auto-block,0.9992754
1,auto-block,0.999845
1,auto-block,0.99995875
1,auto-block,0.99992955
1,auto-block,0.99979764
1,auto-block,0.9999676
1,auto-block,0.999713
1,auto-block,0.9997464
1,auto-block,0.9995621
1,auto-block,0.9999193
1,auto-block,0.9999621
1,auto-block,0.9999169
1,auto-block,0.99975127
1,auto-block,0.9999199
1,auto-block,0.9999355
1,auto-block,0.99995565
1,auto-block,0.9999192
1,auto-block,0.9992884
1,auto-block,0.99979705
1,auto-block,0.9995561
1,auto-block,0.9999621
1,auto-block,0.99981266
1,auto-block,0.99994874
1,auto-block,0.9999249
1,auto-block,0.99994683
1,auto-block,0.9997063
1,auto-block,0.999956
1,auto-block,0.99995947
1,auto-block,0.99996424
1,auto-block,0.99976987
1,auto-block,0.9999627
1,auto-block,0.9999335
1,auto-block,0.99992645
1,auto-block,0.9999585
1,auto-block,0.9999404
1,auto-block,0.999961
1,auto-block,0.9998062
1,auto-block,0.9998597
1,auto-block,0.9999647
1,auto-block,0.9983937
1,auto-block,0.9999026
1,auto-block,0.9999579
1,auto-block,0.9999485
1,auto-block,0.9999584
1,auto-block,0.9998919
1,auto-block,0.9998815
1,auto-block,0.9998098
1,auto-block,0.9999695
1,auto-block,0.9999523
1,auto-block,0.99967754
1,auto-block,0.99994326
1,auto-block,0.99993217
1,auto-block,0.9999603
1,auto-block,0.9998253
1,auto-block,0.9999405
1,auto-block,0.99995995
1,auto-block,0.99991155
1,auto-block,0.9999291
1,auto-block,0.9999577
1,auto-block,0.99975103
1,auto-block,0.9999659
1,auto-block,0.9999435
1,auto-block,0.9998609
1,auto-block,0.9999114
1,auto-block,0.9999635
1,auto-block,0.9998418
1,auto-block,0.99992275
1,auto-block,0.9999627
1,auto-block,0.9999354
1,auto-block,0.99996185
1,auto-block,0.999948
1,auto-block,0.99993956
1,auto-block,0.9998354
1,auto-block,0.99987507
1,auto-block,0.9997255
1,auto-block,0.99995625
1,auto-block,0.9999368
1,auto-block,0.99996054
1,auto-block,0.9999242
1,auto-block,0.9999486
1,auto-block,0.9999534
1,auto-block,0.9999038
1,auto-block,0.99992955
1,auto-block,0.999899
1,auto-block,0.9999081
1,auto-block,0.9973573
1,auto-block,0.99996793
1,auto-block,0.9996991
1,auto-block,0.99977344
1,auto-block,0.9999647
1,auto-block,0.9997291
1,auto-block,0.9999459
1,auto-block,0.99989223
1,auto-block,0.9999542
1,auto-block,0.9999118
1,auto-block,0.9999355
1,auto-block,0.99979514
1,auto-block,0.9999304
1,auto-block,0.9999286
1,auto-block,0.9995053
1,auto-block,0.9999627
1,auto-block,0.9999652
1,auto-block,0.99995375
1,auto-block,0.9998908
1,auto-block,0.9999449
1,auto-block,0.9999361
1,auto-block,0.99995804
1,auto-block,0.99991703
1,auto-block,0.9999516
1,auto-block,0.9997882
1,auto-block,0.9999604
1,auto-block,0.9999428
1,auto-block,0.999943
1,auto-block,0.99971765
1,auto-block,0.99996436
1,auto-block,0.999897
1,auto-block,0.9999629
1,auto-block,0.9999685
1,auto-block,0.99993396
1,auto-block,0.9997336
1,auto-block,0.9995041
1,auto-block,0.9997049
1,auto-block,0.99973315
1,auto-block,0.9998952
1,auto-block,0.9998374
1,auto-block,0.9999392
1,auto-block,0.9999348
1,auto-block,0.9999664
1,auto-block,0.9999361
1,auto-block,0.999132
1,auto-block,0.99994504
1,auto-block,0.9997521
1,auto-block,0.9999658
1,auto-block,0.99991846
1,auto-block,0.9999461
1,auto-block,0.99993193
1,auto-block,0.9999616
1,auto-block,0.99994326
1,auto-block,0.9999646
1,auto-block,0.99888533
1,auto-block,0.99991083
1,auto-block,0.999967
1,auto-block,0.99992
1,auto-block,0.99993634
1,auto-block,0.99995315
1,auto-block,0.99996805
1,auto-block,0.9997923
1,auto-block,0.999961
1,auto-block,0.99919957
1,auto-block,0.9999467
1,auto-block,0.9999634
1,auto-block,0.9997019
1,auto-block,0.9998821
1,auto-block,0.9994991
1,auto-block,0.99993515
1,auto-block,0.99995065
1,auto-block,0.9999254
1,auto-block,0.9996308
1,auto-block,0.9996456
1,auto-block,0.9999589
1,auto-block,0.99984384
1,auto-block,0.9998299
1,auto-block,0.9999126
1,auto-block,0.9997247
1,auto-block,0.9999368
1,auto-block,0.9999167
1,auto-block,0.9997652
1,auto-block,0.9999317
1,auto-block,0.99983287
1,auto-block,0.99995816
1,auto-block,0.99991703
1,auto-block,0.99993765
1,auto-block,0.9999579
1,auto-block,0.9998944
1,auto-block,0.9999491
1,auto-block,0.9996991
1,auto-block,0.9999646
1,auto-block,0.99994254
1,auto-block,0.9999521
1,auto-block,0.99954295
1,auto-block,0.99976546
1,auto-block,0.99911886
1,auto-block,0.99952924
1,auto-block,0.99995005
1,auto-block,0.99996686
1,auto-block,0.99977463
1,auto-block,0.99996257
1,auto-block,0.9999298
1,auto-block,0.9999368
1,auto-block,0.9998938
1,auto-block,0.99948126
1,auto-block,0.9997619
1,auto-block,0.999864
1,auto-block,0.99996364
1,auto-block,0.999943
1,auto-block,0.9999522
1,auto-block,0.9998466
1,auto-block,0.99992216
1,auto-block,0.988755
1,auto-block,0.99993587
1,auto-block,0.99996006
1,auto-block,0.9999677
1,auto-block,0.99980146
1,auto-block,0.99995124
1,auto-block,0.99981874
1,auto-block,0.99994564
1,auto-block,0.9999647
1,auto-block,0.9999411
1,auto-block,0.9997942
1,auto-block,0.9999299
1,auto-block,0.999925
1,auto-block,0.9999621
1,auto-block,0.9999418
1,auto-block,0.99922
1,auto-block,0.9998029
1,auto-block,0.99993026
1,auto-block,0.9998067
1,auto-block,0.9998914
1,auto-block,0.9997584
1,auto-block,0.9999603
1,auto-block,0.9999031
1,auto-block,0.9999318
1,auto-block,0.99981266
1,auto-block,0.99995613
1,auto-block,0.99966455
1,auto-block,0.9999676
1,auto-block,0.9998796
1,auto-block,0.9996908
1,auto-block,0.9998267
1,auto-block,0.999746
1,auto-block,0.99933165
1,auto-block,0.9999455
1,auto-block,0.99995804
1,auto-block,0.99991906
1,auto-block,0.9999472
1,auto-block,0.99992514
1,auto-block,0.99984527
1,auto-block,0.99948967
1,auto-block,0.9998801
1,auto-block,0.9999652
1,auto-block,0.9999558
1,auto-block,0.99986136
1,auto-block,0.9999199
1,auto-block,0.9999454
1,auto-block,0.9999429
1,auto-block,0.9998387
1,auto-block,0.999882
1,auto-block,0.99996614
1,auto-block,0.99996257
1,auto-block,0.99980146
1,auto-block,0.99981076
1,auto-block,0.9999541
1,auto-block,0.9997409
1,auto-block,0.99995863
1,auto-block,0.99996924
1,auto-block,0.99995613
1,auto-block,0.99996936
1,auto-block,0.99993086
1,auto-block,0.9999143
1,auto-block,0.99993503
1,auto-block,0.99967134
1,auto-block,0.9999558
1,auto-block,0.9999645
1,auto-block,0.99988556
1,auto-block,0.99967587
1,auto-block,0.99973565
1,auto-block,0.99980813
1,auto-block,0.9997166
1,auto-block,0.99928576
1,auto-block,0.99995494
1,auto-block,0.9997708
1,auto-block,0.9998161
1,auto-block,0.99995816
1,auto-block,0.99993074
1,auto-block,0.9998977
1,auto-block,0.99988294
1,auto-block,0.9999517
1,auto-block,0.99994457
1,auto-block,0.9999547
1,auto-block,0.999967
1,auto-block,0.9999502
1,auto-block,0.99990773
1,auto-block,0.999966
1,auto-block,0.99995494
1,auto-block,0.99992967
1,auto-block,0.99995494
1,auto-block,0.99994016
1,auto-block,0.99991286
1,auto-block,0.99983907
1,auto-block,0.99986494
1,auto-block,0.99976426
1,auto-block,0.99980575
1,auto-block,0.9999379
1,auto-block,0.9995708
1,auto-block,0.9997907
1,auto-block,0.9997819
1,auto-block,0.99972254
1,auto-block,0.9999645
1,auto-block,0.99994683
1,auto-block,0.99996257
1,auto-block,0.999938
1,auto-block,0.99990916
1,auto-block,0.99993515
1,auto-block,0.9998091
1,auto-block,0.99963486
1,auto-block,0.99993086
1,auto-block,0.99994934
1,auto-block,0.99995434
1,auto-block,0.9998903
1,auto-block,0.99993145
1,auto-block,0.99995935
1,auto-block,0.9997271
1,auto-block,0.9998884
1,auto-block,0.999959
1,auto-block,0.9999634
1,auto-block,0.9999093
1,auto-block,0.9999368
1,auto-block,0.9999318
1,auto-block,0.9999436
1,auto-block,0.99994993
1,auto-block,0.9998907
1,auto-block,0.9999442
1,auto-block,0.9999583
1,auto-block,0.99996936
1,auto-block,0.99992514
1,auto-block,0.9999585
1,auto-block,0.9997814
1,auto-block,0.9999627
1,auto-block,0.99978703
1,auto-block,0.9998908
1,auto-block,0.9999342
1,auto-block,0.99994195
1,auto-block,0.99994373
1,auto-block,0.99994206
1,auto-block,0.99994814
1,auto-block,0.99930096
1,auto-block,0.99992466
1,auto-block,0.99951863
1,auto-block,0.99801135
1,auto-block,0.9999459
1,auto-block,0.99982446
1,auto-block,0.9999416
1,auto-block,0.9999013
1,auto-block,0.9999653
1,auto-block,0.99995923
1,auto-block,0.99995875
1,auto-block,0.9998908
1,auto-block,0.9999337
1,auto-block,0.99984527
1,auto-block,0.99995685
1,auto-block,0.99988806
1,auto-block,0.9999465
1,auto-block,0.9999081
1,auto-block,0.9999305
1,auto-block,0.9999653
1,auto-block,0.9998764
1,auto-block,0.99996793
1,auto-block,0.99891186
1,auto-block,0.999966
1,auto-block,0.9999378
1,auto-block,0.9994118
1,auto-block,0.99971145
1,auto-block,0.99975663
1,auto-block,0.9999423
1,auto-block,0.9999639
1,auto-block,0.9999517
1,auto-block,0.9999449
1,auto-block,0.99990344
1,auto-block,0.9997501
1,auto-block,0.99731255
1,auto-block,0.9999615
1,auto-block,0.9999554
1,auto-block,0.99991584
1,auto-block,0.99990904
1,auto-block,0.9996731
1,auto-block,0.9999231
1,auto-block,0.9998816
1,auto-block,0.9999515
1,auto-block,0.99990165
1,auto-block,0.9999026
1,auto-block,0.99993134
1,auto-block,0.999967
1,auto-block,0.9999175
1,auto-block,0.999967
1,auto-block,0.999835
1,auto-block,0.9998797
1,auto-block,0.999723
1,auto-block,0.9999502
1,auto-block,0.99993265
1,auto-block,0.9998098
1,auto-block,0.99992216
1,auto-block,0.9997851
1,auto-block,0.9999325
1,auto-block,0.9999558
1,auto-block,0.99994457
1,auto-block,0.9997497
1,auto-block,0.99995947
1,auto-block,0.99989176
1,auto-block,0.9999428
1,auto-block,0.99986196
1,auto-block,0.9999509
1,auto-block,0.99994075
1,auto-block,0.99984646
1,auto-block,0.999967
1,auto-block,0.9999635
1,auto-block,0.999946
1,auto-block,0.9999161
1,auto-block,0.9999038
1,auto-block,0.9929301
1,auto-block,0.999902
1,auto-block,0.99995685
1,auto-block,0.9996946
1,auto-block,0.99987614
1,auto-block,0.9993216
1,auto-block,0.9998554
1,auto-block,0.9999163
1,auto-block,0.99995375
1,auto-block,0.9999126
1,auto-block,0.9999616
1,auto-block,0.9999528
1,auto-block,0.9999012
1,auto-block,0.9994716
1,auto-block,0.9997694
1,auto-block,0.999899
1,auto-block,0.9997968
1,auto-block,0.99994934
1,auto-block,0.9993636
1,auto-block,0.9998783
1,auto-block,0.9999335
1,auto-block,0.9965166
1,auto-block,0.9999639
1,auto-block,0.99995816
1,auto-block,0.9998319
1,auto-block,0.999782
1,auto-block,0.99984705
1,auto-block,0.99984753
1,auto-block,0.9999379
1,auto-block,0.99995327
1,auto-block,0.9999292
1,auto-block,0.9998733
1,auto-block,0.9996092
1,auto-block,0.9999335
1,auto-block,0.9996482
1,auto-block,0.99994195
1,auto-block,0.9999267
1,auto-block,0.9998971
1,auto-block,0.999941
1,auto-block,0.99986327
1,auto-block,0.99995124
1,auto-block,0.9998479
1,auto-block,0.9999577
1,auto-block,0.99992275
1,auto-block,0.9999491
1,auto-block,0.9998441
1,auto-block,0.99975723
1,auto-block,0.99987936
1,auto-block,0.999894
1,auto-block,0.99995947
1,auto-block,0.99996746
1,auto-block,0.9997265
1,auto-block,0.99832433
1,auto-block,0.99989295
1,auto-block,0.9999399
1,auto-block,0.9994166
1,auto-block,0.99977857
1,auto-block,0.9998406
1,auto-block,0.9999589
1,auto-block,0.9998815
1,auto-block,0.9997533
1,auto-block,0.9999553
1,auto-block,0.9999368
1,auto-block,0.99995315
1,auto-block,0.99994075
1,auto-block,0.9999422
1,auto-block,0.999943
1,auto-block,0.99996924
1,auto-block,0.99994993
1,auto-block,0.99991095
1,auto-block,0.99988484
1,auto-block,0.9998055
1,auto-block,0.9996697
1,auto-block,0.99994326
1,auto-block,0.9998863
1,auto-block,0.9998209
1,auto-block,0.99994636
1,auto-block,0.99974924
1,auto-block,0.99995756
1,auto-block,0.9992895
1,auto-block,0.999468
1,auto-block,0.9999509
1,auto-block,0.99993575
1,auto-block,0.99971944
1,auto-block,0.999782
1,auto-block,0.9999039
1,auto-block,0.9999232
1,auto-block,0.9999534
1,auto-block,0.9999335
1,auto-block,0.9998988
1,auto-block,0.99954826
1,auto-block,0.9999652
1,auto-block,0.99995255
1,auto-block,0.99965775
1,auto-block,0.9999523
1,auto-block,0.9995616
1,auto-block,0.9998585
1,auto-block,0.99993825
1,auto-block,0.9999449
1,auto-block,0.9999726
1,auto-block,0.9999479
1,auto-block,0.9997397
1,auto-block,0.9999534
1,auto-block,0.9999652
1,auto-block,0.9963676
1,auto-block,0.99994934
1,auto-block,0.99977297
1,auto-block,0.99993527
1,auto-block,0.99994206
1,auto-block,0.9999232
1,auto-block,0.9999418
1,auto-block,0.999943
1,auto-block,0.99996746
1,auto-block,0.99985945
1,auto-block,0.9999081
1,auto-block,0.9999665
1,auto-block,0.9999509
